Minerali,per porzione,% RDA
Calcio,"4,9 mg","0,5 %"
Rame,"< 0,1 mg","4,0 %"
Ferro,"0,0 mg","0,0 %"
Magnesio,"4,9 mg","1,6 %"
Manganese,"< 0,1 mg","0,1 %"
Fosforo,"2,5 mg","0,4 %"
Potassio,"24,7 mg","1,2 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"< 0,1 mg","0,4 %"
