Minerali,per porzione,% RDA
Calcio,"68,0 mg","6,8 %"
Rame,"0,5 mg","49,4 %"
Ferro,"3,8 mg","25,1 %"
Magnesio,"108,9 mg","36,3 %"
Manganese,"0,1 mg","6,4 %"
Fosforo,"920,8 mg","131,5 %"
Potassio,"1.428,8 mg","71,4 %"
Selenio,"< 0,1 mg","127,0 %"
Zinco,"13,9 mg","198,3 %"
