Valori nutrizionali,per porzione,% RDA
Valore calorico,915 kcal 3.833 kJ,"45,8 %"
Grassi,"76,0 g","117,0 %"
Grassi saturi,"32,6 g","148,0 %"
Grassi monoinsaturi,"31,9 g","110,1 %"
Grassi polinsaturi,"5,5 g","36,9 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"53,9 g","73,8 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"247,4 mg","824,5 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"122,1 g","6,1 %"
