Minerali,per porzione,% RDA
Calcio,"183,2 mg","18,3 %"
Rame,"0,0 mg","0,0 %"
Ferro,"1,3 mg","8,7 %"
Magnesio,"19,2 mg","6,4 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"168,3 mg","24,0 %"
Potassio,"460,1 mg","23,0 %"
Selenio,"< 0,1 mg","1,4 %"
Zinco,"0,0 mg","0,0 %"
