Minerali,per porzione,% RDA
Calcio,"3,6 mg","0,4 %"
Rame,"< 0,1 mg","0,6 %"
Ferro,"< 0,1 mg","0,4 %"
Magnesio,"2,0 mg","0,7 %"
Manganese,"< 0,1 mg","0,9 %"
Fosforo,"5,6 mg","0,8 %"
Potassio,"10,4 mg","0,5 %"
Selenio,"< 0,1 mg","3,1 %"
Zinco,"< 0,1 mg","0,6 %"
