Minerali,per porzione,% RDA
Calcio,"11,2 mg","1,1 %"
Rame,"0,1 mg","11,8 %"
Ferro,"0,4 mg","2,9 %"
Magnesio,"25,4 mg","8,5 %"
Manganese,"0,3 mg","15,3 %"
Fosforo,"54,3 mg","7,8 %"
Potassio,"126,8 mg","6,3 %"
Selenio,"< 0,1 mg","4,7 %"
Zinco,"0,5 mg","7,8 %"
