Minerali,per porzione,% RDA
Calcio,"82,0 mg","8,2 %"
Rame,"0,1 mg","10,9 %"
Ferro,"0,6 mg","4,1 %"
Magnesio,"57,0 mg","19,0 %"
Manganese,"0,8 mg","39,4 %"
Fosforo,"61,0 mg","8,7 %"
Potassio,"299,0 mg","15,0 %"
Selenio,"< 0,1 mg","2,3 %"
Zinco,"0,6 mg","8,3 %"
