Minerali,per porzione,% RDA
Calcio,"16,5 mg","1,7 %"
Rame,"0,1 mg","11,5 %"
Ferro,"0,6 mg","4,0 %"
Magnesio,"18,2 mg","6,1 %"
Manganese,"0,4 mg","18,9 %"
Fosforo,"40,6 mg","5,8 %"
Potassio,"259,0 mg","13,0 %"
Selenio,"< 0,1 mg","2,0 %"
Zinco,"0,1 mg","2,1 %"
