Valori nutrizionali,per porzione,% RDA
Valore calorico,209 kcal 876 kJ,"10,5 %"
Grassi,"7,8 g","12,0 %"
Grassi saturi,"2,6 g","11,7 %"
Grassi monoinsaturi,"1,6 g","5,6 %"
Grassi polinsaturi,"2,2 g","14,9 %"
Carboidrati,"4,1 g","1,5 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"28,8 g","39,4 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"71,6 mg","238,5 %"
Sodio,"0,9 g","0,2 %"
Acqua,"91,6 g","4,6 %"
