Minerali,per porzione,% RDA
Calcio,"68,9 mg","6,9 %"
Rame,"0,4 mg","40,1 %"
Ferro,"5,6 mg","37,4 %"
Magnesio,"75,1 mg","25,0 %"
Manganese,"< 0,1 mg","3,8 %"
Fosforo,"629,1 mg","89,9 %"
Potassio,"1.061,1 mg","53,1 %"
Selenio,"< 0,1 mg","289,0 %"
Zinco,"14,6 mg","208,8 %"
