Minerali,per porzione,% RDA
Calcio,"19,2 mg","1,9 %"
Rame,"< 0,1 mg","8,6 %"
Ferro,"0,9 mg","5,8 %"
Magnesio,"14,4 mg","4,8 %"
Manganese,"0,2 mg","8,9 %"
Fosforo,"52,0 mg","7,4 %"
Potassio,"84,0 mg","4,2 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,5 mg","7,8 %"
