Minerali,per porzione,% RDA
Calcio,"22,1 mg","2,2 %"
Rame,"0,3 mg","30,3 %"
Ferro,"3,5 mg","23,1 %"
Magnesio,"55,7 mg","18,6 %"
Manganese,"1,0 mg","48,1 %"
Fosforo,"198,5 mg","28,4 %"
Potassio,"234,2 mg","11,7 %"
Selenio,"< 0,1 mg","221,2 %"
Zinco,"1,5 mg","21,2 %"
