Minerali,per porzione,% RDA
Calcio,"87,3 mg","8,7 %"
Rame,"0,3 mg","28,7 %"
Ferro,"1,1 mg","7,4 %"
Magnesio,"82,2 mg","27,4 %"
Manganese,"0,7 mg","36,9 %"
Fosforo,"139,8 mg","20,0 %"
Potassio,"209,7 mg","10,5 %"
Selenio,"< 0,1 mg","2,8 %"
Zinco,"0,9 mg","13,2 %"
