Minerali,per porzione,% RDA
Calcio,"59,4 mg","5,9 %"
Rame,"0,7 mg","65,3 %"
Ferro,"5,4 mg","36,2 %"
Magnesio,"212,0 mg","70,7 %"
Manganese,"< 0,1 mg","3,0 %"
Fosforo,"1.891,0 mg","270,1 %"
Potassio,"2.959,5 mg","148,0 %"
Selenio,"0,3 mg","986,5 %"
Zinco,"17,9 mg","255,6 %"
