Valori nutrizionali,per porzione,% RDA
Valore calorico,227 kcal 952 kJ,"11,4 %"
Grassi,"0,8 g","1,2 %"
Grassi saturi,"0,1 g","0,5 %"
Grassi monoinsaturi,"0,2 g","0,5 %"
Grassi polinsaturi,"0,3 g","2,2 %"
Carboidrati,"40,2 g","15,0 %"
Zuccheri,"5,7 g","11,4 %"
Proteine,"16,3 g","22,4 %"
Fibre alimentari,"16,3 g","5,4 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"136,2 g","6,8 %"
