Valori nutrizionali,per porzione,% RDA
Valore calorico,139 kcal 581 kJ,"6,9 %"
Grassi,"2,8 g","4,3 %"
Grassi saturi,"1,1 g","5,1 %"
Grassi monoinsaturi,"1,3 g","4,4 %"
Grassi polinsaturi,"0,3 g","2,1 %"
Carboidrati,"20,2 g","7,6 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"9,3 g","12,7 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"7,4 mg","24,8 %"
Sodio,"1,3 g","0,2 %"
Acqua,"212,7 g","10,6 %"
