Minerali,per porzione,% RDA
Calcio,"36,3 mg","3,6 %"
Rame,"0,5 mg","52,2 %"
Ferro,"7,8 mg","51,7 %"
Magnesio,"108,9 mg","36,3 %"
Manganese,"< 0,1 mg","4,8 %"
Fosforo,"807,4 mg","115,3 %"
Potassio,"1.183,9 mg","59,2 %"
Selenio,"< 0,1 mg","323,6 %"
Zinco,"15,9 mg","226,8 %"
