Valori nutrizionali,per porzione,% RDA
Valore calorico,60 kcal 251 kJ,"3,0 %"
Grassi,"0,1 g","0,2 %"
Carboidrati,"14,0 g","5,2 %"
Proteine,"0,2 g","0,3 %"
Sale,"< 0,1 g","0,2 %"
