Minerali,per porzione,% RDA
Calcio,"86,4 mg","8,6 %"
Rame,"< 0,1 mg","3,5 %"
Ferro,"0,9 mg","5,8 %"
Magnesio,"51,6 mg","17,2 %"
Manganese,"0,2 mg","8,0 %"
Fosforo,"27,6 mg","3,9 %"
Potassio,"470,4 mg","23,5 %"
Selenio,"< 0,1 mg","4,0 %"
Zinco,"0,2 mg","3,1 %"
