Minerali,per porzione,% RDA
Calcio,"12,9 mg","1,3 %"
Rame,"< 0,1 mg","7,3 %"
Ferro,"0,7 mg","4,7 %"
Magnesio,"10,1 mg","3,4 %"
Manganese,"< 0,1 mg","4,0 %"
Fosforo,"27,2 mg","3,9 %"
Potassio,"51,0 mg","2,5 %"
Selenio,"< 0,1 mg","4,1 %"
Zinco,"0,2 mg","2,6 %"
