Minerali,per porzione,% RDA
Calcio,"105,8 mg","10,6 %"
Rame,"0,2 mg","16,9 %"
Ferro,"2,0 mg","13,4 %"
Magnesio,"58,6 mg","19,5 %"
Manganese,"< 0,1 mg","2,9 %"
Fosforo,"433,3 mg","61,9 %"
Potassio,"599,2 mg","30,0 %"
Selenio,"< 0,1 mg","223,1 %"
Zinco,"1,8 mg","25,9 %"
