Valori nutrizionali,per porzione,% RDA
Valore calorico,91 kcal 380 kJ,"4,5 %"
Grassi,"2,8 g","4,3 %"
Grassi saturi,"0,5 g","2,4 %"
Grassi monoinsaturi,"0,7 g","2,3 %"
Grassi polinsaturi,"0,7 g","4,8 %"
Carboidrati,"10,1 g","3,8 %"
Zuccheri,"1,0 g","2,0 %"
Proteine,"6,0 g","8,2 %"
Fibre alimentari,"1,2 g","0,4 %"
Colesterolo,"48,9 mg","163,1 %"
Sodio,"0,9 g","0,2 %"
Acqua,"211,2 g","10,6 %"
