Valori nutrizionali,per porzione,% RDA
Valore calorico,210 kcal 879 kJ,"10,5 %"
Grassi,"16,5 g","25,4 %"
Grassi saturi,"13,5 g","61,4 %"
Carboidrati,"2,0 g","0,8 %"
Zuccheri,"2,0 g","4,1 %"
Proteine,"13,4 g","18,4 %"
Sale,"0,6 g","10,5 %"
