Minerali,per porzione,% RDA
Calcio,"231,1 mg","23,1 %"
Rame,"< 0,1 mg","2,7 %"
Ferro,"0,1 mg","1,0 %"
Magnesio,"21,8 mg","7,3 %"
Manganese,"< 0,1 mg","0,8 %"
Fosforo,"203,8 mg","29,1 %"
Potassio,"338,5 mg","16,9 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,8 mg","11,7 %"
