Minerali,per porzione,% RDA
Calcio,"6,8 mg","0,7 %"
Rame,"< 0,1 mg","5,3 %"
Ferro,"0,5 mg","3,4 %"
Magnesio,"39,4 mg","13,1 %"
Manganese,"< 0,1 mg","0,7 %"
Fosforo,"346,8 mg","49,5 %"
Potassio,"568,5 mg","28,4 %"
Selenio,"< 0,1 mg","260,2 %"
Zinco,"0,9 mg","12,8 %"
