Valori nutrizionali,per porzione,% RDA
Valore calorico,15 kcal 64 kJ,"0,8 %"
Grassi,"< 0,1 g","0,1 %"
Grassi saturi,"< 0,1 g","< 0,1 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,3 %"
Carboidrati,"3,7 g","1,4 %"
Zuccheri,"2,4 g","4,8 %"
Proteine,"0,7 g","0,9 %"
Fibre alimentari,"0,9 g","0,3 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,9 g","0,2 %"
Acqua,"67,5 g","3,4 %"
