Minerali,per porzione,% RDA
Calcio,"16,4 mg","1,6 %"
Rame,"< 0,1 mg","5,6 %"
Ferro,"0,5 mg","3,1 %"
Magnesio,"7,0 mg","2,3 %"
Manganese,"0,1 mg","6,0 %"
Fosforo,"7,0 mg","1,0 %"
Potassio,"154,4 mg","7,7 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,4 mg","5,7 %"
