Minerali,per porzione,% RDA
Calcio,"44,3 mg","4,4 %"
Rame,"< 0,1 mg","6,1 %"
Ferro,"1,5 mg","9,9 %"
Magnesio,"21,0 mg","7,0 %"
Manganese,"0,2 mg","9,9 %"
Fosforo,"74,6 mg","10,7 %"
Potassio,"128,2 mg","6,4 %"
Selenio,"< 0,1 mg","3,1 %"
Zinco,"0,5 mg","7,3 %"
