Minerali,per porzione,% RDA
Calcio,"9,4 mg","0,9 %"
Rame,"< 0,1 mg","1,0 %"
Ferro,"0,4 mg","2,8 %"
Magnesio,"2,7 mg","0,9 %"
Manganese,"< 0,1 mg","0,5 %"
Fosforo,"16,0 mg","2,3 %"
Potassio,"30,2 mg","1,5 %"
Selenio,"< 0,1 mg","4,0 %"
Zinco,"< 0,1 mg","0,7 %"
