Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,4 mg","39,1 %"
Vitamina B11,"0,1 mg","26,5 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,2 mg","12,6 %"
Vitamina B3,"11,7 mg","73,3 %"
Vitamina B5,"1,3 mg","22,4 %"
Vitamina B6,"0,6 mg","45,8 %"
Vitamina C,"29,3 mg","36,6 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
