Valori nutrizionali,per porzione,% RDA
Valore calorico,384 kcal 1.608 kJ,"19,2 %"
Grassi,"3,0 g","4,6 %"
Carboidrati,"73,0 g","27,2 %"
Proteine,"16,0 g","21,9 %"
