Valori nutrizionali,per porzione,% RDA
Valore calorico,278 kcal 1.162 kJ,"13,9 %"
Grassi,"9,7 g","14,9 %"
Grassi saturi,"4,4 g","20,2 %"
Grassi monoinsaturi,"2,3 g","8,1 %"
Grassi polinsaturi,"2,0 g","13,2 %"
Carboidrati,"35,9 g","13,4 %"
Zuccheri,"4,3 g","8,7 %"
Proteine,"11,7 g","16,0 %"
Fibre alimentari,"2,4 g","0,8 %"
Colesterolo,"18,4 mg","61,2 %"
Sodio,"0,6 g","0,1 %"
Acqua,"48,5 g","2,4 %"
