Minerali,per porzione,% RDA
Calcio,"231,6 mg","23,2 %"
Rame,"0,2 mg","19,3 %"
Ferro,"1,8 mg","11,8 %"
Magnesio,"258,6 mg","86,2 %"
Manganese,"< 0,1 mg","2,9 %"
Fosforo,"853,1 mg","121,9 %"
Potassio,"1.374,2 mg","68,7 %"
Selenio,"0,1 mg","469,6 %"
Zinco,"1,8 mg","25,9 %"
