Valori nutrizionali,per porzione,% RDA
Valore calorico,230 kcal 961 kJ,"11,5 %"
Grassi,"14,9 g","22,9 %"
Grassi saturi,"2,4 g","10,9 %"
Grassi monoinsaturi,"4,0 g","13,8 %"
Grassi polinsaturi,"8,0 g","53,5 %"
Carboidrati,"22,3 g","8,3 %"
Zuccheri,"18,3 g","36,6 %"
Proteine,"1,4 g","2,0 %"
Fibre alimentari,"2,9 g","1,0 %"
Colesterolo,"6,0 mg","20,0 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"110,1 g","5,5 %"
