Minerali,per porzione,% RDA
Calcio,"53,0 mg","5,3 %"
Rame,"0,3 mg","31,2 %"
Ferro,"2,1 mg","14,1 %"
Magnesio,"9,4 mg","3,1 %"
Manganese,"0,6 mg","31,2 %"
Fosforo,"131,0 mg","18,7 %"
Potassio,"577,2 mg","28,9 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"2,8 mg","40,1 %"
