Minerali,per porzione,% RDA
Calcio,"17,3 mg","1,7 %"
Rame,"0,2 mg","16,5 %"
Ferro,"2,1 mg","13,9 %"
Magnesio,"34,5 mg","11,5 %"
Manganese,"0,4 mg","20,3 %"
Fosforo,"84,8 mg","12,1 %"
Potassio,"146,0 mg","7,3 %"
Selenio,"< 0,1 mg","45,0 %"
Zinco,"1,3 mg","18,4 %"
