Minerali,per porzione,% RDA
Calcio,"92,4 mg","9,2 %"
Rame,"0,3 mg","28,6 %"
Ferro,"1,1 mg","7,1 %"
Magnesio,"41,6 mg","13,9 %"
Manganese,"0,6 mg","32,1 %"
Fosforo,"103,2 mg","14,7 %"
Potassio,"583,7 mg","29,2 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,5 mg","7,3 %"
