Valori nutrizionali,per porzione,% RDA
Valore calorico,224 kcal 938 kJ,"11,2 %"
Grassi,"6,1 g","9,3 %"
Grassi saturi,"3,8 g","17,1 %"
Grassi monoinsaturi,"1,8 g","6,0 %"
Grassi polinsaturi,"0,2 g","1,5 %"
Carboidrati,"35,5 g","13,2 %"
Zuccheri,"35,5 g","71,0 %"
Proteine,"7,7 g","10,6 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"24,0 mg","80,0 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"148,9 g","7,4 %"
