Minerali,per porzione,% RDA
Calcio,"11,4 mg","1,1 %"
Rame,"0,3 mg","28,7 %"
Ferro,"0,2 mg","1,5 %"
Magnesio,"7,1 mg","2,4 %"
Manganese,"0,8 mg","38,3 %"
Fosforo,"5,7 mg","0,8 %"
Potassio,"7,1 mg","0,4 %"
Selenio,"< 0,1 mg","4,3 %"
Zinco,"0,4 mg","6,3 %"
