Valori nutrizionali,per porzione,% RDA
Valore calorico,247 kcal 1.034 kJ,"12,4 %"
Grassi,"12,8 g","19,7 %"
Grassi saturi,"3,8 g","17,4 %"
Grassi monoinsaturi,"4,6 g","15,9 %"
Grassi polinsaturi,"2,9 g","19,4 %"
Carboidrati,"22,4 g","8,3 %"
Zuccheri,"0,7 g","1,3 %"
Proteine,"10,4 g","14,3 %"
Fibre alimentari,"3,4 g","1,1 %"
Colesterolo,"28,4 mg","94,7 %"
Sodio,"0,7 g","0,1 %"
Acqua,"93,8 g","4,7 %"
