Minerali,per porzione,% RDA
Calcio,"908,0 mg","90,8 %"
Rame,"0,2 mg","18,2 %"
Ferro,"1,2 mg","7,9 %"
Magnesio,"158,9 mg","53,0 %"
Manganese,"< 0,1 mg","4,5 %"
Fosforo,"1.007,9 mg","144,0 %"
Potassio,"3.198,4 mg","159,9 %"
Selenio,"< 0,1 mg","109,7 %"
Zinco,"2,6 mg","37,0 %"
