Minerali,per porzione,% RDA
Calcio,"946,4 mg","94,6 %"
Rame,"< 0,1 mg","4,1 %"
Ferro,"0,5 mg","3,6 %"
Magnesio,"35,6 mg","11,9 %"
Manganese,"< 0,1 mg","0,5 %"
Fosforo,"617,8 mg","88,3 %"
Potassio,"176,9 mg","8,8 %"
Selenio,"< 0,1 mg","63,8 %"
Zinco,"3,7 mg","53,0 %"
