Minerali,per porzione,% RDA
Calcio,"8,1 mg","0,8 %"
Rame,"< 0,1 mg","6,0 %"
Ferro,"0,5 mg","3,3 %"
Magnesio,"8,1 mg","2,7 %"
Manganese,"0,1 mg","5,1 %"
Fosforo,"18,8 mg","2,7 %"
Potassio,"29,3 mg","1,5 %"
Selenio,"< 0,1 mg","6,6 %"
Zinco,"0,1 mg","1,9 %"
