Minerali,per porzione,% RDA
Calcio,"120,0 mg","12,0 %"
Rame,"0,2 mg","22,7 %"
Ferro,"1,7 mg","11,6 %"
Magnesio,"85,6 mg","28,5 %"
Manganese,"1,1 mg","56,0 %"
Fosforo,"64,0 mg","9,1 %"
Potassio,"40,0 mg","2,0 %"
Selenio,"< 0,1 mg","1,9 %"
Zinco,"0,3 mg","4,3 %"
