Minerali,per porzione,% RDA
Calcio,"18,5 mg","1,8 %"
Rame,"0,2 mg","18,6 %"
Ferro,"0,3 mg","1,8 %"
Magnesio,"16,8 mg","5,6 %"
Manganese,"0,1 mg","5,3 %"
Fosforo,"23,5 mg","3,4 %"
Potassio,"282,2 mg","14,1 %"
Selenio,"< 0,1 mg","3,4 %"
Zinco,"0,2 mg","2,2 %"
