Minerali,per porzione,% RDA
Calcio,"72,9 mg","7,3 %"
Rame,"7,2 mg","722,7 %"
Ferro,"10,9 mg","72,4 %"
Magnesio,"87,5 mg","29,2 %"
Manganese,"0,7 mg","36,5 %"
Fosforo,"225,2 mg","32,2 %"
Potassio,"371,0 mg","18,5 %"
Selenio,"< 0,1 mg","193,3 %"
Zinco,"147,3 mg","2.104,8 %"
