Minerali,per porzione,% RDA
Calcio,"78,7 mg","7,9 %"
Rame,"2,5 mg","250,2 %"
Ferro,"14,5 mg","96,8 %"
Magnesio,"138,2 mg","46,1 %"
Manganese,"2,7 mg","136,0 %"
Fosforo,"564,5 mg","80,6 %"
Potassio,"1.109,8 mg","55,5 %"
Selenio,"< 0,1 mg","52,5 %"
Zinco,"7,5 mg","107,0 %"
