Minerali,per porzione,% RDA
Calcio,"6,2 mg","0,6 %"
Rame,"< 0,1 mg","4,1 %"
Ferro,"0,7 mg","4,4 %"
Magnesio,"8,2 mg","2,7 %"
Manganese,"< 0,1 mg","0,1 %"
Fosforo,"78,2 mg","11,2 %"
Potassio,"141,1 mg","7,1 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"1,0 mg","14,3 %"
