Minerali,per porzione,% RDA
Calcio,"9,5 mg","1,0 %"
Rame,"0,1 mg","13,5 %"
Ferro,"3,2 mg","21,2 %"
Magnesio,"22,8 mg","7,6 %"
Manganese,"< 0,1 mg","0,5 %"
Fosforo,"210,0 mg","30,0 %"
Potassio,"336,3 mg","16,8 %"
Selenio,"< 0,1 mg","28,5 %"
Zinco,"6,2 mg","89,0 %"
