Minerali,per porzione,% RDA
Calcio,"0,4 mg","< 0,1 %"
Rame,"< 0,1 mg","0,1 %"
Ferro,"< 0,1 mg","0,2 %"
Magnesio,"0,2 mg","< 0,1 %"
Manganese,"< 0,1 mg","0,1 %"
Fosforo,"0,5 mg","< 0,1 %"
Potassio,"6,8 mg","0,3 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"< 0,1 mg","< 0,1 %"
