Minerali,per porzione,% RDA
Calcio,"169,8 mg","17,0 %"
Rame,"0,1 mg","12,5 %"
Ferro,"2,8 mg","18,6 %"
Magnesio,"26,6 mg","8,9 %"
Manganese,"0,4 mg","21,4 %"
Fosforo,"219,8 mg","31,4 %"
Potassio,"216,5 mg","10,8 %"
Selenio,"< 0,1 mg","87,3 %"
Zinco,"1,6 mg","22,2 %"
