Minerali,per porzione,% RDA
Calcio,"21,0 mg","2,1 %"
Rame,"0,4 mg","38,4 %"
Ferro,"1,1 mg","7,4 %"
Magnesio,"67,5 mg","22,5 %"
Manganese,"0,6 mg","29,1 %"
Fosforo,"130,5 mg","18,6 %"
Potassio,"207,9 mg","10,4 %"
Selenio,"< 0,1 mg","7,5 %"
Zinco,"1,1 mg","16,3 %"
