,0,1,2,3
1,Proteine(%): 18.5,,,
2,Lisina:,1658,8.96,
3,Istidina:,542,2.93,
4,Arginina:,1212,6.55,
5,Acido aspartico:,1778,9.61,
6,Treonina:,892,4.82,
7,Serina:,838,4.53,
8,Acido glutamico:,2738,14.8,
9,Prolina:,786,4.25,
10,Glicina:,960,5.19,
11,Alanina:,1141,6.17,
12,Cistina:,233,1.26,
13,Valina:,988,5.34,
14,Metionina:,581,3.14,
15,Isoleucina:,953,5.15,
16,Leucina:,1526,8.25,
17,Tirosina:,638,3.45,
18,Fenilalanina:,759,4.1,
19,Triptofano:,204,1.1,
20,Indice Chimico:,100,,
21,Aminoacido limitante:,Trip.,,
