Valori nutrizionali,per porzione,% RDA
Valore calorico,209 kcal 876 kJ,"10,5 %"
Grassi,"5,7 g","8,8 %"
Grassi saturi,"0,9 g","4,0 %"
Grassi monoinsaturi,"1,2 g","4,0 %"
Grassi polinsaturi,"2,7 g","17,8 %"
Carboidrati,"35,4 g","13,2 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"4,0 g","5,5 %"
Fibre alimentari,"1,6 g","0,5 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,7 g","0,1 %"
Acqua,"67,7 g","3,4 %"
