Valori nutrizionali,per porzione,% RDA
Valore calorico,189 kcal 792 kJ,"9,5 %"
Grassi,"9,4 g","14,5 %"
Grassi saturi,"2,1 g","9,5 %"
Grassi monoinsaturi,"4,1 g","14,1 %"
Grassi polinsaturi,"1,8 g","11,9 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"24,2 g","33,2 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"87,5 mg","291,5 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"125,7 g","6,3 %"
