Valori nutrizionali,per porzione,% RDA
Valore calorico,362 kcal 1.517 kJ,"18,1 %"
Grassi,"21,9 g","33,8 %"
Grassi saturi,"4,7 g","21,1 %"
Grassi monoinsaturi,"12,6 g","43,4 %"
Grassi polinsaturi,"2,6 g","17,0 %"
Carboidrati,"36,0 g","13,4 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"5,1 g","7,0 %"
Fibre alimentari,"3,8 g","1,3 %"
Colesterolo,"4,0 mg","13,2 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"33,9 g","1,7 %"
