Valori nutrizionali,per porzione,% RDA
Valore calorico,131 kcal 549 kJ,"6,6 %"
Grassi,"4,3 g","6,5 %"
Grassi saturi,"0,5 g","2,3 %"
Grassi monoinsaturi,"1,0 g","3,4 %"
Grassi polinsaturi,"2,3 g","15,6 %"
Carboidrati,"15,3 g","5,7 %"
Zuccheri,"9,7 g","19,4 %"
Proteine,"7,9 g","10,9 %"
Fibre alimentari,"1,5 g","0,5 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"214,0 g","10,7 %"
