0,1,2
Lisina,261.00,2.84
Istidina,268.00,268.00
Arginina,430.00,4.67
Acido aspartico,599.00,6.51
Treonina,342.00,3.72
Serina,475.00,5.16
Acido glutamico,999.99,19.78
Prolina,880.00,9.57
Glicina,347.00,3.77
Alanina,720.00,7.83
Cistina,204.00,2.22
Valina,482.00,5.24
Metionina,194.00,2.11
Isoleucina,357.00,3.88
Leucina,999.99,12.70
Tirosina,351.00,3.82
Fenilalanina,481.00,5.23
Triptofano,63.00,0.68
Indice chimico,49,
Aminoacido limitante,Lis.,
