Minerali,per porzione,% RDA
Calcio,"85,8 mg","8,6 %"
Rame,"< 0,1 mg","4,4 %"
Ferro,"0,9 mg","6,0 %"
Magnesio,"19,2 mg","6,4 %"
Manganese,"0,3 mg","14,0 %"
Fosforo,"34,6 mg","4,9 %"
Potassio,"314,9 mg","15,7 %"
Selenio,"< 0,1 mg","3,8 %"
Zinco,"0,4 mg","5,5 %"
