Valori nutrizionali,per porzione,% RDA
Valore calorico,265 kcal 1.111 kJ,"13,3 %"
Grassi,"11,6 g","17,9 %"
Grassi saturi,"1,8 g","8,2 %"
Grassi monoinsaturi,"4,0 g","13,6 %"
Grassi polinsaturi,"4,3 g","28,4 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"37,8 g","51,8 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"118,8 mg","396,0 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"144,1 g","7,2 %"
