Minerali,per porzione,% RDA
Calcio,"230,5 mg","23,0 %"
Rame,"1,5 mg","146,8 %"
Ferro,"14,4 mg","95,9 %"
Magnesio,"564,5 mg","188,2 %"
Manganese,"2,7 mg","132,8 %"
Fosforo,"933,5 mg","133,4 %"
Potassio,"1.932,2 mg","96,6 %"
Selenio,"< 0,1 mg","45,6 %"
Zinco,"5,8 mg","83,5 %"
