Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"1,1 mg","101,2 %"
Vitamina B11,"0,4 mg","105,6 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,4 mg","32,0 %"
Vitamina B3,"4,2 mg","26,4 %"
Vitamina B5,"0,4 mg","6,3 %"
Vitamina B6,"0,2 mg","11,9 %"
Vitamina C,"74,2 mg","92,8 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
