Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (33cl),Birra,Bevande alcoliche,Bevande
Grassi,?,?,?,?,"0,527 g"
Carboidrati,?,?,?,?,"9,03 g"
Proteine,?,?,?,?,"0,745 g"
Alcol,11 % vol,11 % vol,"+80%6,1 % vol","+14%9,66 % vol","+30%8,48 % vol"
