0,1,2
Calorie,kcal,307.0
Calorie,kj,1284.0
Grassi,g,7.23
Carboidrati,g,47.0
Proteine,g,13.5
Fibre,g,1.9
Zuccheri,g,0.95
Acqua,g,30.5
Ceneri,g,1.77
Minerali,,
Calcio,mg,152.0
Sodio,mg,616.0
Fosforo,mg,212.0
Potassio,mg,89.0
Ferro,mg,1.5
Magnesio,mg,21.0
Zinco,mg,1.02
Rame,mg,0.08
Selenio,mcg,23.9
Vitamine,,
Retinolo (Vit. A),mcg,37.0
"Vitamina A, IU",IU,143.0
"Vitamina A, RAE",mcg_RAE,38.0
Tiamina (Vit. B1),mg,0.313
Riboflavina (Vit. B2),mg,0.31
Niacina (Vit. B3),mg,2.696
Piridossina (Vit. B6),mg,0.043
Acido folico (Vit. B9 o M o Folacina),mcg,62.0
Folato alimentare,mcg,12.0
"Folato, DFE",mcg_DFE,117.0
"Folati, totali",mcg,74.0
Cobalamina (Vit. B12),mcg,0.16
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,0.0
Vitamina D (D2+D3),mcg,0.0
Colecalcifenolo (Vit. D),IU,0.0
Alpha-tocoferolo (Vit. E),mg,0.16
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,1.3
Colina totale (Vit. J),mg,5.4
"Carotene, beta",mcg,11.0
"Carotene, alfa",mcg,0.0
"Criptoxantina, beta",mcg,1.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,32.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,2.066
"Acidi grassi, polinsaturi",g,0.461
"Acidi grassi, saturi",g,3.6
Colesterolo,mg,42.0
Grassi saturi,,
4:0,g,0.262
6:0,g,0.08900000000000001
8:0,g,0.052000000000000005
10:0,g,0.126
12:0,g,0.159
14:0,g,0.597
16:0,g,1.632
18:0,g,0.534
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.133
18:1 indifferenziato,g,1.8219999999999998
20:1,g,0.001
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,0.37200000000000005
18:3 indifferenziato,g,0.084
18:4,g,0.0
20:4 indifferenziato,g,0.004
20:5 n-3,g,0.0
22:5 n-3,g,0.0
22:6 n-3,g,0.001
Aminoacidi,,
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
